product_id,location_id,month,predicted_demand_qty,last_month_demand,last_month_sales,last_month_backorder,avg_demand_3m,same_month_last_year
143-200GR,6,2025-12,0.01,0.25,0.25,0.0,1.32,
143-200GR,7,2025-12,0.01,0.16,0.16,0.0,0.66,
143-200GR,9,2025-12,6.45,28.0,28.0,0.0,63.12,19.0
143-200GR,63,2025-12,0.83,2.57,2.57,0.0,4.57,
143-200GR,64,2025-12,2.29,1.84,1.84,0.0,1.33,0.08
143-200GR,65,2025-12,5.53,2.49,2.49,0.0,1.38,
143-45,1,2025-12,244.32,345.0,345.0,0.0,427.67,196.0
143-45,4,2025-12,36.13,76.0,76.0,0.0,133.0,30.0
143-45,5,2025-12,0.09,1.23,1.23,0.0,2.24,
143-45,6,2025-12,0.02,0.24,0.24,0.0,1.24,
143-45,7,2025-12,0.02,0.58,0.58,0.0,0.74,
143-45,9,2025-12,42.15,87.0,87.0,0.0,133.67,41.0
143-45,63,2025-12,0.14,0.65,0.65,0.0,2.02,2.9
143-45,64,2025-12,2.54,1.59,1.59,0.0,2.08,0.08
143-45,65,2025-12,0.08,0.59,0.59,0.0,2.27,0.16
143-FCO-1,1,2025-12,45.03,32.0,32.0,0.0,24.67,21.0
143-FCO-1,4,2025-12,0.36,15.0,7.0,8.0,17.67,
143-FCO-1,5,2025-12,0.02,0.08,0.08,0.0,0.19,
143-FCO-1,6,2025-12,0.01,0.25,0.25,0.0,0.47,
143-FCO-1,7,2025-12,0.02,0.66,0.66,0.0,0.47,
143-FCO-1,9,2025-12,1.35,2.0,2.0,0.0,2.33,
143-FCO-1,63,2025-12,0.05,0.67,0.67,0.0,0.47,
143-FCO-1,65,2025-12,0.21,0.42,0.42,0.0,0.69,
143-LBS,1,2025-12,5.99,29.0,29.0,0.0,91.33,2.0
143-LBS,4,2025-12,5.79,23.0,23.0,0.0,55.0,63.0
143-LBS,6,2025-12,0.05,1.0,1.0,0.0,1.67,
143-LBS,9,2025-12,18.26,44.0,44.0,0.0,86.33,79.0
144-BUL-40,1,2025-12,1014.41,645.0,42.0,603.0,426.33,454.0
144-BUL-40,4,2025-12,4.85,11.0,11.0,0.0,20.33,1.0
144-BUL-40,5,2025-12,0.01,0.25,0.25,0.0,0.61,
144-BUL-40,6,2025-12,0.02,0.04,0.04,0.0,0.04,
144-BUL-40,7,2025-12,0.01,0.01,0.01,0.0,0.04,
144-BUL-40,9,2025-12,63.09,63.0,17.0,46.0,60.67,16.0
144-BUL-40,63,2025-12,0.01,0.09,0.09,0.0,0.49,0.01
144-BUL-40,64,2025-12,0.01,0.04,0.04,0.0,0.03,
144-BUL-40,65,2025-12,0.08,0.04,0.04,0.0,0.05,0.01
144-DOC,5,2025-12,0.01,0.08,0.08,0.0,0.16,
144-DOC,6,2025-12,0.01,0.08,0.08,0.0,0.44,
144-DOC,7,2025-12,0.02,1.0,1.0,0.0,0.53,
144-LBS,1,2025-12,1.48,9.0,9.0,0.0,24.0,3.0
144-LBS,4,2025-12,1.4,2.0,0.0,2.0,7.0,29.0
144-LBS,9,2025-12,3.93,50.0,37.0,13.0,21.67,
144-LBS,63,2025-12,0.02,1.0,1.0,0.0,1.0,
145-BUL100U.,1,2025-12,36.55,122.0,82.0,40.0,379.33,1016.0
145-BUL100U.,4,2025-12,4.16,13.0,13.0,0.0,28.33,31.0
145-BUL100U.,5,2025-12,0.01,0.17,0.17,0.0,0.27,
145-BUL100U.,6,2025-12,0.01,0.01,0.01,0.0,0.03,
145-BUL100U.,7,2025-12,0.04,0.08,0.08,0.0,0.05,
145-BUL100U.,9,2025-12,9.13,25.0,25.0,0.0,50.67,128.0
145-BUL100U.,63,2025-12,0.02,0.1,0.1,0.0,0.4,
145-BUL100U.,65,2025-12,0.22,1.05,1.05,0.0,0.37,
145-DOC,1,2025-12,132.25,249.0,249.0,0.0,319.0,537.0
145-DOC,4,2025-12,78.84,52.0,52.0,0.0,39.0,27.0
145-DOC,5,2025-12,0.02,0.08,0.08,0.0,1.48,
145-DOC,6,2025-12,0.09,1.67,1.67,0.0,0.72,
145-DOC,7,2025-12,0.05,1.25,1.25,0.0,1.55,
145-DOC,9,2025-12,9.81,24.0,24.0,0.0,44.67,14.0
145-DOC,63,2025-12,0.09,0.74,0.74,0.0,3.38,0.08
145-DOC,64,2025-12,0.27,0.75,0.75,0.0,0.94,
145-DOC,65,2025-12,3.81,3.25,3.25,0.0,3.3,1.84
145-LBS,1,2025-12,0.33,3.0,3.0,0.0,19.0,4.0
145-LBS,4,2025-12,1.01,1.0,1.0,0.0,1.0,5.0
145-LBS,9,2025-12,0.5,1.0,1.0,0.0,1.33,2.0
146-55,1,2025-12,694.44,1266.0,1266.0,0.0,1705.33,918.0
146-55,4,2025-12,125.07,284.0,284.0,0.0,416.33,227.0
146-55,5,2025-12,0.18,3.54,3.54,0.0,9.4,
146-55,6,2025-12,0.07,2.07,2.07,0.0,2.29,
146-55,7,2025-12,0.05,0.91,0.91,0.0,2.59,
146-55,9,2025-12,94.39,222.0,222.0,0.0,393.33,146.0
146-55,63,2025-12,0.37,3.48,3.48,0.0,21.5,0.08
146-55,64,2025-12,1.36,2.73,2.73,0.0,3.49,1.09
146-55,65,2025-12,0.69,1.66,1.66,0.0,2.26,0.16
146-DOC,1,2025-12,149.4,280.0,280.0,0.0,355.67,128.0
146-DOC,4,2025-12,109.12,79.0,79.0,0.0,64.0,13.0
146-DOC,5,2025-12,0.06,1.83,1.83,0.0,1.49,
146-DOC,6,2025-12,0.1,1.42,1.42,0.0,0.69,
146-DOC,7,2025-12,0.03,0.5,0.5,0.0,1.33,
146-DOC,9,2025-12,17.07,41.0,41.0,0.0,75.33,13.0
146-DOC,63,2025-12,0.08,0.66,0.66,0.0,2.61,2.59
146-DOC,64,2025-12,0.04,0.16,0.16,0.0,1.58,
146-DOC,65,2025-12,0.25,0.74,0.74,0.0,1.52,0.58
146-LBS,1,2025-12,3.04,9.0,9.0,0.0,15.0,3.0
146-LBS,9,2025-12,4.0,2.0,0.0,2.0,2.0,7.0
147-DOC,1,2025-12,165.4,295.0,295.0,0.0,393.0,152.0
147-DOC,4,2025-12,15.43,37.0,37.0,0.0,52.0,23.0
147-DOC,5,2025-12,0.08,2.08,2.08,0.0,2.41,
147-DOC,6,2025-12,0.23,2.17,2.17,0.0,1.11,
147-DOC,7,2025-12,0.05,0.91,0.91,0.0,1.0,
147-DOC,9,2025-12,8.73,29.0,29.0,0.0,62.33,9.0
147-DOC,63,2025-12,0.14,0.91,0.91,0.0,3.09,1.85
147-DOC,64,2025-12,0.31,0.75,0.75,0.0,1.0,
147-DOC,65,2025-12,2.37,1.66,1.66,0.0,1.58,
148-FCO-1,1,2025-12,136.89,69.0,38.0,31.0,38.0,4.0
148-FCO-1,4,2025-12,1.06,6.0,6.0,0.0,4.33,
148-FCO-1,5,2025-12,0.02,0.25,0.25,0.0,0.53,
148-FCO-1,7,2025-12,0.02,0.08,0.08,0.0,0.11,
148-FCO-1,9,2025-12,0.5,1.0,1.0,0.0,2.33,
148-FCO-1,63,2025-12,0.02,0.59,0.59,0.0,0.36,
148-FCO-1,65,2025-12,4.04,1.0,1.0,0.0,0.58,
149-100GRS.,1,2025-12,76.31,132.34,132.34,0.0,166.47,81.6
149-100GRS.,4,2025-12,7.43,19.67,19.67,0.0,39.56,4.5
149-100GRS.,5,2025-12,0.02,0.24,0.24,0.0,0.36,
149-100GRS.,6,2025-12,0.04,0.24,0.24,0.0,0.13,
149-100GRS.,7,2025-12,0.01,0.08,0.08,0.0,0.3,
149-100GRS.,9,2025-12,4.03,13.75,13.75,0.0,40.02,9.25
149-100GRS.,63,2025-12,0.02,1.09,1.09,0.0,0.74,
149-100GRS.,65,2025-12,0.11,0.16,0.16,0.0,0.16,
149-DOC,1,2025-12,46.57,627.0,0.0,627.0,808.67,
149-DOC,4,2025-12,2.72,57.0,22.0,35.0,64.0,
149-DOC,5,2025-12,0.06,1.33,1.33,0.0,1.86,
149-DOC,6,2025-12,0.06,1.66,1.66,0.0,1.91,
149-DOC,7,2025-12,0.02,0.33,0.33,0.0,1.05,
149-DOC,9,2025-12,1.43,13.0,0.0,13.0,50.67,
149-DOC,63,2025-12,0.02,0.08,0.08,0.0,1.69,3.07
149-DOC,64,2025-12,1.24,1.67,1.67,0.0,1.61,2.08
149-DOC,65,2025-12,1.21,1.0,1.0,0.0,1.53,
149-LB,1,2025-12,91.47,144.0,144.0,0.0,186.67,47.0
149-LB,4,2025-12,8.43,40.0,40.0,0.0,100.0,80.0
149-LB,5,2025-12,0.05,1.0,1.0,0.0,1.33,
149-LB,9,2025-12,17.52,44.0,44.0,0.0,80.33,24.0
150-175G,1,2025-12,9.77,27.42,27.42,0.0,83.54,122.43
150-175G,4,2025-12,13.39,19.0,19.0,0.0,20.64,15.0
150-175G,5,2025-12,0.44,5.66,5.66,0.0,4.37,
150-175G,6,2025-12,0.04,1.0,1.0,0.0,2.3,
150-175G,7,2025-12,0.03,0.33,0.33,0.0,2.0,
150-175G,9,2025-12,2.0,8.17,8.17,0.0,20.22,29.21
150-175G,24,2025-12,0.42,1.66,1.66,0.0,1.03,
150-175G,63,2025-12,0.02,0.16,0.16,0.0,2.29,7.33
150-175G,64,2025-12,0.68,1.08,1.08,0.0,1.28,0.75
150-175G,65,2025-12,0.01,0.08,0.08,0.0,0.75,
150-DOC,1,2025-12,299.33,451.0,451.0,0.0,545.33,482.0
150-DOC,4,2025-12,31.01,48.0,48.0,0.0,51.67,3.0
150-DOC,5,2025-12,0.1,0.81,0.81,0.0,2.93,
150-DOC,6,2025-12,0.03,1.25,1.25,0.0,1.47,
150-DOC,7,2025-12,0.15,1.5,1.5,0.0,1.8,
150-DOC,9,2025-12,12.04,35.0,35.0,0.0,66.33,17.0
150-DOC,63,2025-12,0.1,0.75,0.75,0.0,2.92,0.83
150-DOC,64,2025-12,1.11,1.59,1.59,0.0,1.42,0.24
150-DOC,65,2025-12,0.7,1.17,1.17,0.0,1.24,0.42
150-LB,1,2025-12,12.44,41.0,41.0,0.0,77.0,20.0
150-LB,4,2025-12,23.22,50.0,50.0,0.0,74.0,48.0
150-LB,5,2025-12,0.02,1.0,1.0,0.0,1.0,
150-LB,9,2025-12,2.17,7.0,7.0,0.0,11.0,4.0
1505-DUOXTRAKEM,30,2025-12,128.42,320.0,320.0,0.0,160.0,
1505-KE500SABRO,5,2025-12,0.06,1.37,1.37,0.0,1.71,
1505-KE500SABRO,6,2025-12,0.02,0.04,0.04,0.0,0.04,
1505-KE500SABRO,7,2025-12,0.01,0.04,0.04,0.0,0.22,
1505-KE500SABRO,30,2025-12,100.13,100.0,100.0,0.0,83.33,
1505-KE500SABRO,63,2025-12,0.02,0.13,0.13,0.0,0.22,
1505-KE500SABRO,65,2025-12,0.02,0.08,0.08,0.0,0.05,
1505-KET500XTRA,30,2025-12,4.95,32.0,32.0,0.0,74.67,
1505-KETCLIC,30,2025-12,75.79,528.0,528.0,0.0,528.0,
1505-KETCLIC500,5,2025-12,0.01,0.17,0.17,0.0,0.18,
1505-KETCLIC500,30,2025-12,45.57,320.0,320.0,0.0,263.33,
1505-KETSAB680G,5,2025-12,0.01,0.08,0.08,0.0,0.61,
1505-KETSAB680G,30,2025-12,25.1,50.0,50.0,0.0,66.67,
1505-KETSAB680G,63,2025-12,0.02,0.5,0.5,0.0,0.5,
1505-KETVALUE,30,2025-12,135.36,800.0,800.0,0.0,460.33,
1505-KETXTRA390,30,2025-12,145.72,288.0,288.0,0.0,464.0,48.0
151-BUL-20GRS.,1,2025-12,156.88,204.5,204.5,0.0,223.92,95.6
151-BUL-20GRS.,4,2025-12,100.66,99.8,60.31,39.49,81.04,8.0
151-BUL-20GRS.,5,2025-12,0.04,1.3,1.3,0.0,3.78,
151-BUL-20GRS.,6,2025-12,0.01,0.08,0.08,0.0,0.31,
151-BUL-20GRS.,7,2025-12,0.08,0.39,0.39,0.0,0.92,
151-BUL-20GRS.,9,2025-12,9.94,28.5,28.5,0.0,54.75,12.5
151-BUL-20GRS.,10,2025-12,0.03,0.54,0.54,0.0,1.33,
151-BUL-20GRS.,24,2025-12,0.03,0.79,0.79,0.0,2.12,
151-BUL-20GRS.,63,2025-12,0.1,0.31,0.31,0.0,0.52,0.25
151-BUL-20GRS.,64,2025-12,0.12,0.14,0.14,0.0,0.28,0.04
151-BUL-20GRS.,65,2025-12,21.81,4.14,4.14,0.0,2.0,0.25
151-CJA48U(48G),1,2025-12,300.69,344.0,235.5,108.5,311.51,149.36
151-CJA48U(48G),4,2025-12,22.92,42.0,42.0,0.0,48.67,6.75
151-CJA48U(48G),5,2025-12,0.03,1.23,1.23,0.0,1.13,
151-CJA48U(48G),6,2025-12,0.01,0.12,0.12,0.0,0.19,
151-CJA48U(48G),7,2025-12,0.01,0.04,0.04,0.0,0.57,
151-CJA48U(48G),9,2025-12,14.82,25.25,25.25,0.0,32.0,4.5
151-CJA48U(48G),24,2025-12,0.15,2.28,2.28,0.0,3.57,
151-CJA48U(48G),63,2025-12,0.02,0.12,0.12,0.0,0.37,0.06
151-CJA48U(48G),64,2025-12,0.17,0.23,0.23,0.0,0.22,0.15
151-CJA48U(48G),65,2025-12,0.01,0.15,0.15,0.0,0.99,
151-DOC,1,2025-12,632.91,911.0,827.0,84.0,1119.67,528.0
151-DOC,4,2025-12,60.92,115.0,115.0,0.0,180.33,72.0
151-DOC,5,2025-12,0.43,7.15,7.15,0.0,13.87,
151-DOC,6,2025-12,1.04,13.0,13.0,0.0,8.34,
151-DOC,7,2025-12,0.63,5.41,5.41,0.0,6.82,
151-DOC,9,2025-12,28.82,63.0,63.0,0.0,97.33,21.0
151-DOC,63,2025-12,0.39,2.31,2.31,0.0,9.21,6.82
151-DOC,64,2025-12,0.46,1.83,1.83,0.0,4.92,5.82
151-DOC,65,2025-12,8.59,10.91,10.91,0.0,10.29,6.84
152-LB,1,2025-12,2.44,7.0,5.0,2.0,4.33,
152-LB,4,2025-12,0.02,1.0,1.0,0.0,1.0,
157-LB,1,2025-12,0.04,1.0,1.0,0.0,1.33,
157-LB,4,2025-12,1.0,1.0,0.0,1.0,1.0,
157-LB,9,2025-12,0.44,2.0,1.0,1.0,6.67,15.0
158-LB,1,2025-12,4.8,11.0,0.0,11.0,7.33,
158-LB,4,2025-12,0.03,1.0,1.0,0.0,1.0,
158-LB,9,2025-12,0.02,1.0,0.0,1.0,1.33,
159-LBS,1,2025-12,0.44,2.0,2.0,0.0,4.67,
159-LBS,4,2025-12,0.57,4.0,1.0,3.0,2.0,
159-LBS,9,2025-12,0.06,1.0,1.0,0.0,2.33,
1601-BBQ200G,1,2025-12,207.21,309.25,309.25,0.0,346.49,144.87
1601-BBQ200G,4,2025-12,34.92,74.5,74.5,0.0,105.25,84.41
1601-BBQ200G,5,2025-12,0.01,0.2,0.2,0.0,0.72,
1601-BBQ200G,6,2025-12,0.01,0.04,0.04,0.0,0.18,
1601-BBQ200G,7,2025-12,0.01,0.12,0.12,0.0,0.7,
1601-BBQ200G,9,2025-12,29.38,56.5,56.5,0.0,83.68,37.84
1601-BBQ200G,63,2025-12,0.04,0.41,0.41,0.0,2.32,0.54
1601-BBQ200G,64,2025-12,0.08,0.2,0.2,0.0,0.35,0.12
1601-BBQ200G,65,2025-12,0.12,0.21,0.21,0.0,0.29,0.04
1601-BBQ425GRS,1,2025-12,48.81,89.75,89.75,0.0,120.0,211.52
1601-BBQ425GRS,4,2025-12,19.69,37.25,37.25,0.0,53.31,30.46
1601-BBQ425GRS,5,2025-12,0.01,0.21,0.21,0.0,0.39,
1601-BBQ425GRS,6,2025-12,0.01,0.04,0.04,0.0,0.09,
1601-BBQ425GRS,7,2025-12,0.01,0.2,0.2,0.0,0.51,
1601-BBQ425GRS,9,2025-12,12.77,21.25,21.25,0.0,25.42,23.98
1601-BBQ425GRS,63,2025-12,0.01,0.12,0.12,0.0,0.62,0.13
1601-BBQ425GRS,64,2025-12,0.02,0.08,0.08,0.0,0.23,
1601-BBQ425GRS,65,2025-12,0.02,0.38,0.38,0.0,0.26,
1601-BBQ570GR,1,2025-12,11.34,24.75,24.75,0.0,41.5,23.0
1601-BBQ570GR,4,2025-12,2.88,10.25,10.25,0.0,20.17,17.67
1601-BBQ570GR,5,2025-12,0.01,0.16,0.16,0.0,0.19,
1601-BBQ570GR,6,2025-12,0.02,0.08,0.08,0.0,0.16,
1601-BBQ570GR,7,2025-12,0.02,0.25,0.25,0.0,0.19,
1601-BBQ570GR,9,2025-12,3.19,6.0,6.0,0.0,9.5,6.25
1601-BBQ570GR,63,2025-12,0.01,0.08,0.08,0.0,0.49,
1601-BBQ570GR,65,2025-12,0.02,0.08,0.08,0.0,0.22,
1601-MAY100DIS,12,2025-12,605.16,405.0,405.0,0.0,255.0,
1601-MAY1KG,1,2025-12,137.65,381.84,381.84,0.0,655.93,396.5
1601-MAY1KG,4,2025-12,128.89,147.24,147.24,0.0,135.25,76.41
1601-MAY1KG,5,2025-12,0.07,1.24,1.24,0.0,2.16,
1601-MAY1KG,6,2025-12,0.02,0.49,0.49,0.0,0.74,
1601-MAY1KG,7,2025-12,0.02,0.08,0.08,0.0,0.77,
1601-MAY1KG,9,2025-12,49.26,86.58,86.58,0.0,116.08,38.25
1601-MAY1KG,24,2025-12,0.01,0.08,0.08,0.0,0.28,
1601-MAY1KG,28,2025-12,0.02,0.24,0.24,0.0,0.14,
1601-MAY1KG,63,2025-12,0.04,0.33,0.33,0.0,3.5,1.65
1601-MAY1KG,64,2025-12,0.02,0.24,0.24,0.0,1.16,0.83
1601-MAY1KG,65,2025-12,1.23,2.99,2.99,0.0,4.3,0.5
1601-MAY680GR,1,2025-12,1032.55,1169.84,1010.84,159.0,1123.43,630.63
1601-MAY680GR,4,2025-12,37.95,86.22,86.22,0.0,114.38,51.51
1601-MAY680GR,5,2025-12,0.03,0.06,0.06,0.0,2.23,
1601-MAY680GR,6,2025-12,0.01,0.5,0.5,0.0,1.06,
1601-MAY680GR,7,2025-12,0.16,1.86,1.86,0.0,1.96,
1601-MAY680GR,9,2025-12,83.95,123.64,123.64,0.0,177.04,115.1
1601-MAY680GR,28,2025-12,0.02,0.06,0.06,0.0,0.14,
1601-MAY680GR,63,2025-12,0.07,0.64,0.64,0.0,3.62,1.4
1601-MAY680GR,64,2025-12,0.01,0.11,0.11,0.0,0.58,0.18
1601-MAY680GR,65,2025-12,3.18,3.55,3.55,0.0,3.21,0.79
1601-MAYO330GR,1,2025-12,3.76,27.0,27.0,0.0,124.83,63.0
1601-MAYO330GR,4,2025-12,3.98,10.0,10.0,0.0,13.67,2.0
1601-MAYO330GR,5,2025-12,0.02,0.58,0.58,0.0,0.4,
1601-MAYO330GR,6,2025-12,0.04,0.33,0.33,0.0,0.26,
1601-MAYO330GR,7,2025-12,0.02,0.66,0.66,0.0,0.48,
1601-MAYO330GR,9,2025-12,0.65,3.0,3.0,0.0,8.0,6.0
1601-MAYO330GR,13,2025-12,0.53,15.0,15.0,0.0,15.33,
1601-MAYO330GR,14,2025-12,1.67,23.0,23.0,0.0,13.67,5.0
1601-MAYO330GR,63,2025-12,0.12,0.51,0.51,0.0,1.49,0.71
1601-MAYO330GR,64,2025-12,0.04,0.08,0.08,0.0,0.23,
1601-MAYO330GR,65,2025-12,4.89,0.92,0.92,0.0,0.39,
1601-MOST390GR,1,2025-12,4.28,25.0,25.0,0.0,80.33,45.0
1601-MOST390GR,4,2025-12,0.44,2.0,2.0,0.0,5.67,4.0
1601-MOST390GR,5,2025-12,0.04,0.66,0.66,0.0,0.48,
1601-MOST390GR,6,2025-12,0.02,0.04,0.04,0.0,0.04,
1601-MOST390GR,7,2025-12,0.02,0.59,0.59,0.0,0.52,
1601-MOST390GR,9,2025-12,2.8,6.0,2.0,4.0,8.67,5.0
1601-MOST390GR,13,2025-12,0.22,10.0,10.0,0.0,8.0,
1601-MOST390GR,14,2025-12,1.12,14.0,14.0,0.0,8.33,
1601-MOST390GR,63,2025-12,0.04,0.25,0.25,0.0,4.34,
1601-MOST390GR,65,2025-12,2.45,0.71,0.71,0.0,0.32,
1601-MSACHET,1,2025-12,6067.76,3859.0,106.0,3753.0,1434.0,2572.0
1601-MSACHET,4,2025-12,2.89,11.0,11.0,0.0,20.0,23.0
1601-MSACHET,5,2025-12,0.07,2.0,2.0,0.0,2.0,
1601-MSACHET,9,2025-12,0.09,2.0,2.0,0.0,3.67,4.0
1603-MOSMAYO200,1,2025-12,43.67,72.5,72.5,0.0,94.67,114.6
1603-MOSMAYO200,4,2025-12,8.73,17.25,17.25,0.0,23.58,11.75
1603-MOSMAYO200,5,2025-12,0.08,0.83,0.83,0.0,3.14,
1603-MOSMAYO200,6,2025-12,0.02,0.38,0.38,0.0,0.51,
1603-MOSMAYO200,7,2025-12,0.06,1.46,1.46,0.0,1.9,
1603-MOSMAYO200,9,2025-12,6.15,14.25,14.25,0.0,22.67,13.47
1603-MOSMAYO200,10,2025-12,2.68,6.0,6.0,0.0,2.35,
1603-MOSMAYO200,12,2025-12,10.34,240.0,240.0,0.0,176.0,
1603-MOSMAYO200,24,2025-12,0.08,0.08,0.08,0.0,0.19,
1603-MOSMAYO200,63,2025-12,4.08,2.79,2.79,0.0,1.8,0.33
1603-MOSMAYO200,64,2025-12,1.48,1.22,1.22,0.0,1.03,0.25
1603-MOSMAYO200,65,2025-12,4.99,2.43,2.43,0.0,1.72,0.08
1603-MOSMIEL200,1,2025-12,1693.44,999.23,28.21,971.02,585.45,416.67
1603-MOSMIEL200,4,2025-12,117.03,74.65,2.25,72.4,51.72,19.91
1603-MOSMIEL200,5,2025-12,0.02,0.25,0.25,0.0,0.61,
1603-MOSMIEL200,6,2025-12,0.01,0.04,0.04,0.0,0.39,
1603-MOSMIEL200,7,2025-12,0.19,2.58,2.58,0.0,1.23,
1603-MOSMIEL200,9,2025-12,157.56,98.35,1.0,97.35,70.03,55.98
1603-MOSMIEL200,12,2025-12,14.0,144.0,144.0,0.0,96.0,
1603-MOSMIEL200,24,2025-12,0.06,0.33,0.33,0.0,0.15,
1603-MOSMIEL200,63,2025-12,0.08,0.2,0.2,0.0,0.49,0.13
1603-MOSMIEL200,64,2025-12,3.03,1.24,1.24,0.0,0.72,2.0
1603-MOSMIEL200,65,2025-12,0.05,0.25,0.25,0.0,0.52,0.12
1603-MOSMIEL350,1,2025-12,874.92,428.98,0.0,428.98,231.81,
1603-MOSMIEL350,4,2025-12,251.46,81.31,0.0,81.31,38.35,
1603-MOSMIEL350,9,2025-12,59.64,32.91,4.25,28.66,20.97,
1604-BBQ73.3OZ,1,2025-12,112.53,181.85,181.85,0.0,245.86,264.45
1604-BBQ73.3OZ,4,2025-12,21.26,50.36,50.36,0.0,77.91,121.52
1604-BBQ73.3OZ,5,2025-12,0.17,1.83,1.83,0.0,0.72,
1604-BBQ73.3OZ,6,2025-12,0.01,0.17,0.17,0.0,0.23,
1604-BBQ73.3OZ,7,2025-12,0.01,0.17,0.17,0.0,0.23,
1604-BBQ73.3OZ,9,2025-12,2.96,13.34,13.34,0.0,33.97,9.85
1604-BBQ73.3OZ,28,2025-12,0.04,0.5,0.5,0.0,0.45,
1604-BBQ73.3OZ,63,2025-12,0.07,0.51,0.51,0.0,2.73,
1604-BBQ73.3OZ,64,2025-12,0.33,0.33,0.33,0.0,0.45,
1604-BBQ73.3OZ,65,2025-12,0.5,1.0,1.0,0.0,1.17,
1604-SOSTION200,1,2025-12,33.65,29.75,29.75,0.0,31.0,120.93
1604-SOSTION200,4,2025-12,3.77,6.75,6.75,0.0,9.58,1.25
1604-SOSTION200,9,2025-12,0.18,1.5,1.5,0.0,10.46,3.5
1604-SOSTION200,63,2025-12,0.08,1.41,1.41,0.0,0.58,
1604-SOSTION200,65,2025-12,0.01,0.04,0.04,0.0,0.18,
1604-SOSTION350,1,2025-12,5.85,9.25,9.25,0.0,11.33,5.25
1604-SOSTION350,4,2025-12,1.45,3.0,3.0,0.0,3.52,
1604-SOSTION350,9,2025-12,0.82,2.25,2.25,0.0,5.25,0.75
1604-SOSTION350,63,2025-12,0.01,0.04,0.04,0.0,0.14,
1604-SOSTION350,64,2025-12,0.02,0.08,0.08,0.0,0.07,
1604-SOSTION350,65,2025-12,2.81,0.78,0.78,0.0,0.36,
1605-BBQSABR200,63,2025-12,0.02,0.08,0.08,0.0,0.07,
1608-MOS200G,1,2025-12,350.23,330.0,305.0,25.0,402.25,298.01
1608-MOS200G,4,2025-12,7.33,21.5,21.5,0.0,42.42,31.87
1608-MOS200G,5,2025-12,0.02,0.57,0.57,0.0,0.8,
1608-MOS200G,6,2025-12,0.04,1.12,1.12,0.0,0.68,
1608-MOS200G,7,2025-12,0.16,2.49,2.49,0.0,1.79,
1608-MOS200G,9,2025-12,9.56,26.5,26.5,0.0,44.83,39.08
1608-MOS200G,63,2025-12,0.18,0.79,0.79,0.0,2.03,0.58
1608-MOS200G,64,2025-12,1.67,1.04,1.04,0.0,0.67,
1608-MOS200G,65,2025-12,0.03,0.24,0.24,0.0,1.47,1.66
1608-MOS325GR,5,2025-12,0.01,0.17,0.17,0.0,0.25,
1608-MOS325GR,6,2025-12,0.06,0.3,0.3,0.0,0.35,
1608-MOS325GR,7,2025-12,0.01,0.04,0.04,0.0,0.14,
1608-MOS400GR,1,2025-12,210.64,160.5,160.5,0.0,126.1,125.98
1608-MOS400GR,4,2025-12,6.54,13.25,13.25,0.0,15.5,11.07
1608-MOS400GR,5,2025-12,0.03,0.55,0.55,0.0,1.44,
1608-MOS400GR,6,2025-12,0.14,0.83,0.83,0.0,0.32,
1608-MOS400GR,7,2025-12,0.02,0.75,0.75,0.0,0.53,
1608-MOS400GR,9,2025-12,4.14,8.75,8.75,0.0,13.25,13.5
1608-MOS400GR,24,2025-12,0.06,0.08,0.08,0.0,0.45,
1608-MOS400GR,63,2025-12,0.1,0.5,0.5,0.0,1.19,0.04
1608-MOS400GR,64,2025-12,0.06,0.62,0.62,0.0,0.32,0.25
1608-MOS400GR,65,2025-12,2.84,2.46,2.46,0.0,1.59,0.04
1608-MOS50GR,1,2025-12,1.43,13.56,0.0,13.56,26.2,
1608-MOS50GR,4,2025-12,0.06,0.6,0.0,0.6,0.48,
1608-MOS50GR,5,2025-12,0.01,0.01,0.01,0.0,0.13,
1608-MOS50GR,6,2025-12,0.02,0.15,0.15,0.0,0.15,
1608-MOS50GR,7,2025-12,0.02,0.19,0.19,0.0,0.12,
1608-MOS50GR,9,2025-12,0.15,2.28,0.0,2.28,5.24,
1608-MOS50GR,63,2025-12,0.01,0.01,0.01,0.0,0.11,
1608-MOSTGL,1,2025-12,128.46,278.25,278.25,0.0,434.17,226.5
1608-MOSTGL,4,2025-12,19.32,36.25,36.25,0.0,57.5,8.5
1608-MOSTGL,5,2025-12,0.07,1.5,1.5,0.0,1.92,
1608-MOSTGL,6,2025-12,0.01,0.25,0.25,0.0,1.08,
1608-MOSTGL,7,2025-12,0.02,0.25,0.25,0.0,2.0,
1608-MOSTGL,9,2025-12,2.82,10.75,10.75,0.0,20.25,34.12
1608-MOSTGL,24,2025-12,0.02,0.25,0.25,0.0,0.25,0.25
1608-MOSTGL,63,2025-12,0.28,1.5,1.5,0.0,4.92,0.5
1608-MOSTGL,64,2025-12,0.01,0.25,0.25,0.0,1.0,
1608-MOSTGL,65,2025-12,2.07,1.25,1.25,0.0,0.83,
1608-SANDW350GR,1,2025-12,36.6,47.81,16.75,31.06,58.52,33.25
1608-SANDW350GR,4,2025-12,7.24,12.0,12.0,0.0,13.5,1.75
1608-SANDW350GR,5,2025-12,0.02,0.42,0.42,0.0,1.18,
1608-SANDW350GR,6,2025-12,0.2,1.5,1.5,0.0,0.62,
1608-SANDW350GR,7,2025-12,0.03,0.12,0.12,0.0,0.23,
