product_id,location_id,month,predicted_demand_qty,last_month_demand,last_month_sales,last_month_backorder,avg_demand_3m,same_month_last_year
118-DOC,4,2025-12,271.46,441.0,441.0,0.0,525.33,195.0
118-DOC,5,2025-12,0.1,0.9,0.9,0.0,1.11,
118-DOC,6,2025-12,0.01,0.08,0.08,0.0,0.16,
118-DOC,7,2025-12,0.02,0.16,0.16,0.0,1.63,
118-DOC,9,2025-12,146.43,405.0,405.0,0.0,760.0,1719.0
118-DOC,10,2025-12,2.78,43.0,43.0,0.0,84.47,
118-DOC,63,2025-12,0.04,0.33,0.33,0.0,1.7,0.58
118-DOC,64,2025-12,0.04,0.16,0.16,0.0,0.43,
118-DOC,65,2025-12,0.45,1.74,1.74,0.0,3.07,
118-DOC1,1,2025-12,762.49,589.0,589.0,0.0,505.67,1172.0
118-DOC1,4,2025-12,119.73,99.0,99.0,0.0,72.67,62.0
118-DOC1,5,2025-12,0.26,2.25,2.25,0.0,3.47,
118-DOC1,6,2025-12,0.07,0.42,0.42,0.0,0.19,
118-DOC1,7,2025-12,0.02,0.91,0.91,0.0,0.91,
118-DOC1,9,2025-12,10.75,30.0,30.0,0.0,56.33,268.0
118-DOC1,63,2025-12,1.09,2.67,2.67,0.0,3.39,0.58
118-DOC1,64,2025-12,25.59,6.5,6.5,0.0,2.86,
118-DOC1,65,2025-12,8.24,5.81,5.81,0.0,4.87,
118-FCO-1,1,2025-12,1.56,3.0,3.0,0.0,193.0,378.0
118-FCO-1,4,2025-12,0.36,1.0,1.0,0.0,2.67,
118-FCO-1,5,2025-12,0.01,0.08,0.08,0.0,0.11,
118-FCO-1,7,2025-12,0.14,0.83,0.83,0.0,0.52,
118-FCO-1,9,2025-12,4.56,3.0,3.0,0.0,3.33,
118-FCO-1,65,2025-12,0.2,0.25,0.25,0.0,0.44,
118-LBS,1,2025-12,32.02,16.0,10.0,6.0,10.0,1.0
118-LBS,4,2025-12,0.37,1.0,0.0,1.0,6.33,5.0
118-LBS,9,2025-12,5.98,6.0,5.0,1.0,5.0,4.0
119-LBS,1,2025-12,18.04,14.0,13.0,1.0,12.33,5.0
119-LBS,4,2025-12,73.2,33.0,17.0,16.0,17.33,12.0
119-LBS,9,2025-12,33.4,8.0,8.0,0.0,3.67,5.0
12-LBS,1,2025-12,46.53,29.0,29.0,0.0,24.33,21.0
12-LBS,4,2025-12,295.77,19.0,19.0,0.0,9.0,31.0
12-LBS,9,2025-12,36.24,6.0,6.0,0.0,5.0,6.0
120- LBS,1,2025-12,74.51,97.0,97.0,0.0,142.67,17.0
120- LBS,4,2025-12,3.83,10.0,9.0,1.0,13.0,
120- LBS,5,2025-12,0.03,1.0,1.0,0.0,1.33,
120- LBS,9,2025-12,0.71,5.0,5.0,0.0,3.0,18.0
120--DOC,1,2025-12,455.83,869.0,869.0,0.0,1224.67,753.0
120--DOC,4,2025-12,57.18,115.0,115.0,0.0,179.0,118.0
120--DOC,5,2025-12,0.01,0.08,0.08,0.0,1.07,
120--DOC,6,2025-12,0.04,1.0,1.0,0.0,1.22,
120--DOC,7,2025-12,0.02,0.16,0.16,0.0,0.19,
120--DOC,9,2025-12,57.65,140.0,140.0,0.0,230.0,45.0
120--DOC,63,2025-12,0.04,0.33,0.33,0.0,4.05,
120--DOC,64,2025-12,0.04,0.16,0.16,0.0,0.44,
120--DOC,65,2025-12,1.99,0.9,0.9,0.0,0.52,0.42
120-DOC,1,2025-12,291.22,553.0,553.0,0.0,748.67,331.0
120-DOC,4,2025-12,8.85,26.0,26.0,0.0,61.0,21.0
120-DOC,5,2025-12,0.07,1.99,1.99,0.0,2.56,
120-DOC,6,2025-12,0.06,2.59,2.59,0.0,3.14,
120-DOC,7,2025-12,0.1,1.25,1.25,0.0,1.55,
120-DOC,9,2025-12,10.72,29.0,29.0,0.0,57.67,21.0
120-DOC,63,2025-12,1.07,3.66,3.66,0.0,7.86,0.58
120-DOC,64,2025-12,0.61,1.25,1.25,0.0,2.52,
120-DOC,65,2025-12,3.4,2.42,2.42,0.0,2.25,0.08
120-FCO-1,1,2025-12,62.13,68.0,39.0,29.0,59.67,30.0
120-FCO-1,4,2025-12,0.09,5.0,3.0,2.0,5.0,
120-FCO-1,5,2025-12,0.02,0.33,0.33,0.0,0.25,
120-FCO-1,9,2025-12,0.06,2.0,2.0,0.0,3.33,2.0
120-FCO-1,63,2025-12,0.08,0.16,0.16,0.0,0.3,0.17
1203-CACOMCUEPA,13,2025-12,0.02,1.0,1.0,0.0,1.0,
1203-CACOMCUEPA,14,2025-12,0.07,3.0,3.0,0.0,3.0,
1203-CACOMCUEPA,30,2025-12,1.35,22.0,22.0,0.0,15.67,
1203-CARTSAZCOM,5,2025-12,0.06,1.4,1.4,0.0,1.85,
1203-CARTSAZCOM,13,2025-12,2.52,30.0,30.0,0.0,21.0,
1203-CARTSAZCOM,14,2025-12,8.16,100.0,100.0,0.0,60.0,
1203-CARTSAZCOM,30,2025-12,167.22,200.0,200.0,0.0,163.0,21.0
1203C-AJO,5,2025-12,0.07,1.25,1.25,0.0,1.12,
1203C-AJO,7,2025-12,0.01,0.05,0.05,0.0,0.07,
1203C-AJO,13,2025-12,0.18,7.0,7.0,0.0,6.33,
1203C-AJO,14,2025-12,5.94,30.0,30.0,0.0,26.33,
1203C-AJO,30,2025-12,1.27,21.0,21.0,0.0,21.0,
121-200GR,1,2025-12,83.17,145.5,127.5,18.0,182.97,522.65
121-200GR,4,2025-12,15.78,30.5,30.5,0.0,41.33,12.0
121-200GR,5,2025-12,0.03,0.84,0.84,0.0,1.65,
121-200GR,6,2025-12,0.07,0.67,0.67,0.0,0.5,
121-200GR,7,2025-12,0.02,0.66,0.66,0.0,0.88,
121-200GR,9,2025-12,3.38,8.4,3.33,5.07,12.33,1.0
121-200GR,63,2025-12,0.01,0.16,0.16,0.0,1.32,0.16
121-200GR,64,2025-12,0.09,0.25,0.25,0.0,0.35,0.08
121-200GR,65,2025-12,0.13,0.5,0.5,0.0,0.88,
121-45,1,2025-12,504.41,772.0,772.0,0.0,935.33,592.0
121-45,4,2025-12,50.01,108.0,108.0,0.0,185.33,89.0
121-45,5,2025-12,0.03,0.91,0.91,0.0,0.79,
121-45,6,2025-12,0.02,0.08,0.08,0.0,0.08,
121-45,7,2025-12,0.02,0.66,0.66,0.0,0.72,
121-45,9,2025-12,19.17,42.0,42.0,0.0,69.67,31.0
121-45,63,2025-12,0.04,0.16,0.16,0.0,0.9,0.08
121-45,64,2025-12,0.24,0.49,0.49,0.0,0.52,
121-45,65,2025-12,0.01,0.08,0.08,0.0,0.61,
121-FCO-1,1,2025-12,72.74,86.0,86.0,0.0,143.33,59.0
121-FCO-1,4,2025-12,1.82,7.0,7.0,0.0,19.0,6.0
121-FCO-1,5,2025-12,0.01,0.16,0.16,0.0,0.24,
121-FCO-1,6,2025-12,0.01,0.08,0.08,0.0,0.41,
121-FCO-1,7,2025-12,0.01,0.08,0.08,0.0,0.53,
121-FCO-1,9,2025-12,0.62,2.0,2.0,0.0,3.67,1.0
121-FCO-1,12,2025-12,1.62,25.0,25.0,0.0,21.67,
121-FCO-1,63,2025-12,0.71,0.58,0.58,0.0,0.55,
121-FCO-1,64,2025-12,0.09,0.25,0.25,0.0,0.42,
121-FCO-1,65,2025-12,0.01,0.08,0.08,0.0,0.36,
121-LBS,1,2025-12,44.28,85.0,85.0,0.0,95.33,2.0
121-LBS,4,2025-12,52.84,188.0,188.0,0.0,431.0,86.0
121-LBS,5,2025-12,0.05,1.0,1.0,0.0,1.67,
121-LBS,6,2025-12,0.42,3.0,3.0,0.0,2.0,
121-LBS,9,2025-12,8.85,18.0,18.0,0.0,27.67,5.0
121-LBS,64,2025-12,0.22,1.0,1.0,0.0,2.33,
122-LBS,1,2025-12,46.43,71.0,71.0,0.0,99.33,24.0
122-LBS,4,2025-12,10.7,52.0,52.0,0.0,124.0,125.0
122-LBS,5,2025-12,0.02,1.0,1.0,0.0,1.0,
122-LBS,6,2025-12,1.52,11.0,11.0,0.0,5.0,
122-LBS,7,2025-12,0.07,2.0,2.0,0.0,2.0,
122-LBS,9,2025-12,3.69,11.0,11.0,0.0,24.33,2.0
123-200 GR,1,2025-12,99.76,165.92,165.92,0.0,196.28,278.13
123-200 GR,4,2025-12,56.97,70.08,63.08,7.0,61.92,31.81
123-200 GR,5,2025-12,0.04,1.4,1.4,0.0,3.61,
123-200 GR,6,2025-12,0.02,0.24,0.24,0.0,0.19,
123-200 GR,7,2025-12,0.04,0.74,0.74,0.0,0.44,
123-200 GR,9,2025-12,20.03,27.75,27.75,0.0,32.64,17.75
123-200 GR,63,2025-12,0.2,0.89,0.89,0.0,2.49,0.83
123-200 GR,64,2025-12,4.28,1.15,1.15,0.0,0.55,0.08
123-200 GR,65,2025-12,0.97,0.74,0.74,0.0,0.65,0.08
123-DOC,1,2025-12,214.1,392.0,392.0,0.0,533.33,349.0
123-DOC,4,2025-12,14.4,39.0,39.0,0.0,82.33,144.0
123-DOC,5,2025-12,0.02,0.08,0.08,0.0,1.38,
123-DOC,6,2025-12,0.07,2.49,2.49,0.0,2.19,
123-DOC,7,2025-12,0.1,1.24,1.24,0.0,1.72,
123-DOC,9,2025-12,29.0,59.0,59.0,0.0,84.03,43.0
123-DOC,63,2025-12,0.18,1.07,1.07,0.0,3.89,0.99
123-DOC,64,2025-12,0.07,0.5,0.5,0.0,2.3,
123-DOC,65,2025-12,0.16,0.83,0.83,0.0,2.97,0.91
124-DOC,1,2025-12,395.73,823.0,716.0,107.0,1868.67,653.0
124-DOC,4,2025-12,110.38,266.0,236.0,30.0,528.0,192.0
124-DOC,5,2025-12,0.02,0.56,0.56,0.0,0.44,
124-DOC,6,2025-12,0.02,0.08,0.08,0.0,0.27,
124-DOC,7,2025-12,0.02,0.83,0.83,0.0,0.58,
124-DOC,9,2025-12,56.83,205.0,205.0,0.0,608.0,176.0
124-DOC,63,2025-12,0.04,0.73,0.73,0.0,0.51,0.16
124-DOC,64,2025-12,0.04,0.08,0.08,0.0,0.24,0.42
124-DOC,65,2025-12,0.02,0.16,0.16,0.0,0.58,
124-LBS,1,2025-12,60.9,72.0,62.0,10.0,62.67,4.0
124-LBS,4,2025-12,0.84,2.0,2.0,0.0,6.0,1.0
124-LBS,9,2025-12,0.48,3.0,3.0,0.0,25.0,2.0
125-DOC,1,2025-12,340.29,587.0,587.0,0.0,721.33,670.0
125-DOC,4,2025-12,180.39,135.0,135.0,0.0,103.33,225.0
125-DOC,5,2025-12,0.16,2.32,2.32,0.0,4.16,
125-DOC,6,2025-12,0.15,3.25,3.25,0.0,3.44,
125-DOC,7,2025-12,0.13,1.33,1.33,0.0,1.94,
125-DOC,9,2025-12,24.46,47.0,47.0,0.0,72.0,63.0
125-DOC,63,2025-12,1.23,3.17,3.17,0.0,4.98,5.99
125-DOC,64,2025-12,0.21,1.17,1.17,0.0,3.28,2.5
125-DOC,65,2025-12,3.34,5.17,5.17,0.0,6.13,0.5
125-FCO-1,1,2025-12,11.27,52.0,24.0,28.0,113.0,150.0
125-FCO-1,4,2025-12,66.99,21.0,3.0,18.0,9.67,
125-FCO-1,5,2025-12,0.02,0.16,0.16,0.0,0.22,
125-FCO-1,9,2025-12,0.18,3.0,3.0,0.0,7.33,
125-FCO-1,12,2025-12,1.7,20.0,20.0,0.0,20.0,
125-FCO-1,63,2025-12,3.11,6.57,6.57,0.0,2.35,0.33
125-LBS1,1,2025-12,9.69,25.0,25.0,0.0,33.67,11.0
125-LBS1,4,2025-12,8.23,5.0,4.0,1.0,4.33,7.0
125-LBS1,9,2025-12,137.8,25.0,0.0,25.0,9.67,5.0
126-DOC,1,2025-12,204.74,418.0,418.0,0.0,551.67,375.0
126-DOC,4,2025-12,85.67,90.0,90.0,0.0,101.33,154.0
126-DOC,5,2025-12,0.08,1.24,1.24,0.0,6.24,
126-DOC,6,2025-12,0.09,1.33,1.33,0.0,1.95,
126-DOC,7,2025-12,0.17,2.34,2.34,0.0,1.64,
126-DOC,9,2025-12,41.66,76.0,76.0,0.0,101.33,64.03
126-DOC,10,2025-12,0.01,0.25,0.25,0.0,0.44,
126-DOC,63,2025-12,0.27,1.57,1.57,0.0,5.56,3.91
126-DOC,64,2025-12,2.66,3.42,3.42,0.0,3.03,1.08
126-DOC,65,2025-12,0.92,1.74,1.74,0.0,2.21,0.08
126-LBS,1,2025-12,15.36,4.0,4.0,0.0,2.0,
126-LBS,4,2025-12,0.41,4.0,0.0,4.0,4.33,4.0
126-LBS,9,2025-12,0.03,1.0,1.0,0.0,1.0,
127-200GR,1,2025-12,194.95,390.17,390.17,0.0,518.36,335.68
127-200GR,4,2025-12,54.38,72.41,72.41,0.0,77.6,18.33
127-200GR,5,2025-12,0.02,0.83,0.83,0.0,1.23,
127-200GR,6,2025-12,0.01,0.16,0.16,0.0,0.44,
127-200GR,7,2025-12,0.01,0.08,0.08,0.0,0.24,
127-200GR,9,2025-12,19.08,49.33,49.33,0.0,88.15,28.41
127-200GR,63,2025-12,0.11,0.98,0.98,0.0,7.69,0.67
127-200GR,64,2025-12,0.16,0.34,0.34,0.0,0.44,
127-200GR,65,2025-12,0.08,0.41,0.41,0.0,2.06,0.08
127-45,1,2025-12,2012.46,2527.0,2527.0,0.0,3200.33,953.0
127-45,4,2025-12,337.34,467.0,467.0,0.0,517.67,159.0
127-45,5,2025-12,0.1,1.73,1.73,0.0,2.55,
127-45,6,2025-12,0.01,0.24,0.24,0.0,0.32,
127-45,7,2025-12,0.01,0.16,0.16,0.0,0.32,
127-45,9,2025-12,137.44,365.0,365.0,0.0,690.0,175.0
127-45,63,2025-12,0.03,0.24,0.24,0.0,1.52,0.25
127-45,64,2025-12,0.08,0.08,0.08,0.0,0.08,
127-45,65,2025-12,9.97,2.08,2.08,0.0,1.16,
127-DOC,1,2025-12,2802.45,3749.0,3749.0,0.0,4900.67,1945.56
127-DOC,4,2025-12,513.74,832.0,832.0,0.0,1099.33,341.0
127-DOC,5,2025-12,0.22,3.15,3.15,0.0,5.29,
127-DOC,6,2025-12,0.02,0.25,0.25,0.0,1.22,
127-DOC,7,2025-12,0.92,5.4,5.4,0.0,2.42,
127-DOC,9,2025-12,416.73,905.0,905.0,0.0,1519.33,487.0
127-DOC,10,2025-12,0.04,1.67,1.67,0.0,3.8,
127-DOC,63,2025-12,0.53,3.06,3.06,0.0,11.87,1.24
127-DOC,64,2025-12,0.1,0.4,0.4,0.0,1.16,0.17
127-DOC,65,2025-12,8.25,5.39,5.39,0.0,3.92,
127-FCO-1,1,2025-12,71.88,94.0,94.0,0.0,121.33,116.0
127-FCO-1,4,2025-12,18.81,15.0,15.0,0.0,13.67,9.0
127-FCO-1,5,2025-12,0.02,0.58,0.58,0.0,1.16,
127-FCO-1,6,2025-12,0.02,0.17,0.17,0.0,0.17,
127-FCO-1,7,2025-12,0.02,0.5,0.5,0.0,0.33,
127-FCO-1,9,2025-12,3.04,10.0,10.0,0.0,17.67,3.0
127-FCO-1,24,2025-12,0.02,0.08,0.08,0.0,0.11,
127-FCO-1,63,2025-12,2.58,4.99,4.99,0.0,2.02,
127-FCO-1,64,2025-12,6.71,0.75,0.75,0.0,0.33,
127-FCO-1,65,2025-12,1.36,0.75,0.75,0.0,0.42,
127-LBS,1,2025-12,111.91,173.0,173.0,0.0,251.33,249.0
127-LBS,4,2025-12,64.86,119.0,119.0,0.0,174.67,70.0
127-LBS,9,2025-12,41.93,73.0,73.0,0.0,107.33,40.0
128-DOC,1,2025-12,163.4,218.0,218.0,0.0,258.33,129.0
128-DOC,4,2025-12,18.16,37.0,37.0,0.0,52.0,33.0
128-DOC,5,2025-12,0.03,0.74,0.74,0.0,1.05,
128-DOC,6,2025-12,0.01,0.08,0.08,0.0,0.33,
128-DOC,7,2025-12,0.01,0.08,0.08,0.0,0.72,
128-DOC,9,2025-12,13.47,35.0,35.0,0.0,60.67,30.0
128-DOC,63,2025-12,0.14,0.33,0.33,0.0,0.6,0.42
128-DOC,64,2025-12,0.07,0.16,0.16,0.0,0.36,
128-DOC,65,2025-12,0.11,0.16,0.16,0.0,0.41,
128-FCO-1,1,2025-12,111.55,49.0,19.0,30.0,29.67,20.0
128-FCO-1,4,2025-12,1.62,26.0,0.0,26.0,11.67,
128-FCO-1,5,2025-12,0.01,0.08,0.08,0.0,0.22,
128-FCO-1,9,2025-12,0.26,2.0,2.0,0.0,2.33,
128-FCO-1,12,2025-12,2.37,30.0,30.0,0.0,16.67,
128-LBS,1,2025-12,0.78,3.0,3.0,0.0,2.67,76.0
128-LBS,4,2025-12,0.15,2.0,2.0,0.0,2.33,3.0
128-LBS,9,2025-12,0.02,1.0,0.0,1.0,1.0,
129-DOC,1,2025-12,658.14,1195.0,1195.0,0.0,2118.33,1159.0
129-DOC,4,2025-12,90.6,166.0,166.0,0.0,259.67,202.0
129-DOC,5,2025-12,0.18,5.7,5.7,0.0,6.15,
129-DOC,6,2025-12,0.11,1.66,1.66,0.0,2.41,
129-DOC,7,2025-12,0.1,1.24,1.24,0.0,0.84,
129-DOC,9,2025-12,56.1,139.0,139.0,0.0,254.33,109.0
129-DOC,63,2025-12,0.13,1.07,1.07,0.0,5.42,1.66
129-DOC,64,2025-12,2.5,3.83,3.83,0.0,3.74,1.34
129-DOC,65,2025-12,1.04,2.22,2.22,0.0,3.01,0.5
129-FCO-1,1,2025-12,50.1,149.0,149.0,0.0,528.67,176.0
129-FCO-1,4,2025-12,5.08,22.0,22.0,0.0,81.67,13.0
129-FCO-1,5,2025-12,0.02,0.84,0.84,0.0,0.63,
129-FCO-1,6,2025-12,0.01,0.08,0.08,0.0,0.19,
129-FCO-1,7,2025-12,0.01,0.16,0.16,0.0,0.91,
129-FCO-1,9,2025-12,2.89,10.0,10.0,0.0,45.0,2.0
129-FCO-1,63,2025-12,0.02,0.08,0.08,0.0,0.28,0.24
129-FCO-1,64,2025-12,0.39,0.25,0.25,0.0,0.16,
129-FCO-1,65,2025-12,2.06,1.08,1.08,0.0,0.58,
129-LBS,1,2025-12,14.45,50.0,50.0,0.0,97.67,87.0
129-LBS,4,2025-12,7.65,19.0,14.0,5.0,25.67,5.0
129-LBS,5,2025-12,1.06,6.0,6.0,0.0,3.67,
129-LBS,6,2025-12,0.07,2.0,2.0,0.0,1.67,
129-LBS,7,2025-12,0.21,2.0,2.0,0.0,1.67,
129-LBS,9,2025-12,1.69,10.0,3.0,7.0,44.67,5.0
130-LBS,1,2025-12,0.07,3.0,0.0,3.0,2.33,
130-LBS,4,2025-12,0.05,1.0,0.0,1.0,2.0,
131-LBS,1,2025-12,3.69,9.0,9.0,0.0,10.67,
131-LBS,4,2025-12,7.4,45.0,0.0,45.0,17.0,
131-LBS,9,2025-12,0.44,2.0,2.0,0.0,6.33,6.0
132-LBS,1,2025-12,0.1,4.0,0.0,4.0,3.67,1.0
132-LBS,4,2025-12,1.01,1.0,0.0,1.0,2.0,
132-LBS,9,2025-12,0.56,3.0,0.0,3.0,6.67,
133-LBS,1,2025-12,164.24,138.0,83.0,55.0,113.33,11.0
133-LBS,4,2025-12,1.92,17.0,17.0,0.0,26.67,5.0
133-LBS,9,2025-12,13.8,13.0,11.0,2.0,15.33,12.0
134-DOC,1,2025-12,439.43,805.0,805.0,0.0,1046.33,741.0
134-DOC,4,2025-12,266.46,355.0,355.0,0.0,402.33,358.0
134-DOC,5,2025-12,0.02,0.41,0.41,0.0,1.49,
134-DOC,6,2025-12,0.02,1.16,1.16,0.0,0.63,
134-DOC,7,2025-12,0.04,2.58,2.58,0.0,1.47,
134-DOC,9,2025-12,163.33,357.0,299.0,58.0,582.0,217.0
134-DOC,10,2025-12,0.01,0.17,0.17,0.0,0.45,
134-DOC,63,2025-12,0.23,0.91,0.91,0.0,2.04,0.24
134-DOC,64,2025-12,0.04,0.08,0.08,0.0,0.19,
134-DOC,65,2025-12,0.29,0.34,0.34,0.0,0.72,0.08
134-LBS,1,2025-12,103.68,72.0,61.0,11.0,49.33,11.0
134-LBS,4,2025-12,44.85,36.0,36.0,0.0,29.33,17.0
134-LBS,7,2025-12,0.08,2.0,2.0,0.0,3.0,
134-LBS,9,2025-12,589.0,104.0,104.0,0.0,44.0,
135-200GR,1,2025-12,112.21,167.83,167.83,0.0,182.8,284.61
135-200GR,4,2025-12,13.23,27.66,27.66,0.0,41.31,33.1
135-200GR,5,2025-12,0.02,0.82,0.82,0.0,1.04,
135-200GR,6,2025-12,0.01,0.16,0.16,0.0,0.44,
135-200GR,7,2025-12,0.03,0.17,0.17,0.0,4.64,
135-200GR,9,2025-12,46.07,49.41,15.83,33.58,47.83,33.01
135-200GR,63,2025-12,0.19,1.06,1.06,0.0,3.2,0.24
135-200GR,64,2025-12,1.44,0.91,0.91,0.0,0.69,
135-200GR,65,2025-12,6.57,2.9,2.9,0.0,1.78,
135-45,1,2025-12,1034.98,1704.0,1704.0,0.0,2082.0,1134.0
135-45,4,2025-12,209.73,385.0,385.0,0.0,517.0,359.0
135-45,5,2025-12,0.14,2.07,2.07,0.0,2.8,
135-45,6,2025-12,0.01,0.16,0.16,0.0,0.52,
135-45,7,2025-12,0.02,0.16,0.16,0.0,0.19,
135-45,9,2025-12,113.76,289.0,289.0,0.0,505.69,155.0
135-45,63,2025-12,0.03,0.16,0.16,0.0,2.86,0.08
135-45,64,2025-12,0.01,0.08,0.08,0.0,0.55,
135-45,65,2025-12,0.32,0.16,0.16,0.0,0.49,0.08
135-BOL-100,1,2025-12,213.86,294.0,268.0,26.0,304.0,503.0
135-BOL-100,4,2025-12,54.73,45.0,45.0,0.0,35.0,57.0
135-BOL-100,5,2025-12,0.01,0.18,0.18,0.0,0.41,
135-BOL-100,6,2025-12,0.01,0.06,0.06,0.0,0.05,
135-BOL-100,7,2025-12,0.01,0.02,0.02,0.0,0.06,
135-BOL-100,9,2025-12,2.91,9.0,9.0,0.0,29.0,15.0
135-BOL-100,63,2025-12,0.01,0.04,0.04,0.0,0.36,0.03
135-BOL-100,64,2025-12,0.02,0.02,0.02,0.0,0.02,
135-BOL-100,65,2025-12,0.02,0.02,0.02,0.0,0.02,
135-DOC,1,2025-12,1390.75,2480.0,2480.0,0.0,3472.67,1564.0
135-DOC,4,2025-12,335.57,668.0,668.0,0.0,952.33,294.0
135-DOC,5,2025-12,0.09,1.24,1.24,0.0,1.84,
135-DOC,6,2025-12,0.02,0.32,0.32,0.0,0.35,
135-DOC,7,2025-12,0.01,0.08,0.08,0.0,0.43,
135-DOC,9,2025-12,225.99,533.0,533.0,0.0,914.67,316.0
135-DOC,63,2025-12,0.1,0.84,0.84,0.0,3.83,1.4
135-DOC,64,2025-12,0.5,0.49,0.49,0.0,0.43,0.83
135-DOC,65,2025-12,0.39,0.66,0.66,0.0,1.71,0.16
135-FCO-1,1,2025-12,183.16,238.0,238.0,0.0,272.17,226.0
135-FCO-1,4,2025-12,27.69,51.0,51.0,0.0,65.67,23.0
135-FCO-1,5,2025-12,0.02,1.08,1.08,0.0,1.38,
135-FCO-1,6,2025-12,0.07,1.23,1.23,0.0,0.57,
135-FCO-1,7,2025-12,0.01,0.08,0.08,0.0,0.13,
135-FCO-1,9,2025-12,12.8,37.0,37.0,0.0,69.67,43.0
135-FCO-1,12,2025-12,3.93,30.0,30.0,0.0,25.0,
135-FCO-1,63,2025-12,0.28,0.66,0.66,0.0,0.94,
135-FCO-1,64,2025-12,0.01,0.08,0.08,0.0,0.39,
135-FCO-1,65,2025-12,0.02,1.25,1.25,0.0,0.94,0.08
135-LBS,1,2025-12,126.81,317.0,317.0,0.0,445.33,59.0
135-LBS,4,2025-12,63.95,180.0,180.0,0.0,301.0,75.0
135-LBS,5,2025-12,8.32,20.0,20.0,0.0,7.33,
135-LBS,6,2025-12,0.05,1.0,1.0,0.0,1.33,
135-LBS,7,2025-12,0.58,4.0,4.0,0.0,2.0,
135-LBS,9,2025-12,193.39,141.0,141.0,0.0,120.33,18.0
135-LBS,63,2025-12,0.02,1.0,1.0,0.0,1.0,
135-LBS,64,2025-12,4.0,2.0,2.0,0.0,1.67,
135-LBSJIMMY,1,2025-12,0.26,1.0,0.0,1.0,1.67,
136-LBS,1,2025-12,121.9,168.0,168.0,0.0,176.67,23.0
136-LBS,4,2025-12,51.69,108.0,108.0,0.0,134.0,134.0
136-LBS,6,2025-12,0.04,1.0,1.0,0.0,3.0,
136-LBS,9,2025-12,6.55,29.0,29.0,0.0,61.0,25.0
136-LBS,63,2025-12,1.42,16.0,16.0,0.0,7.0,
137-DOC,1,2025-12,334.66,631.0,631.0,0.0,887.67,522.0
137-DOC,4,2025-12,37.74,93.0,93.0,0.0,155.33,75.0
137-DOC,5,2025-12,0.03,0.82,0.82,0.0,1.78,
137-DOC,6,2025-12,0.01,0.08,0.08,0.0,0.58,
137-DOC,7,2025-12,0.02,0.67,0.67,0.0,0.7,
137-DOC,9,2025-12,38.22,103.0,103.0,0.0,190.0,66.0
137-DOC,10,2025-12,0.02,0.83,0.83,0.0,0.69,
137-DOC,63,2025-12,0.02,0.24,0.24,0.0,1.7,0.17
137-DOC,64,2025-12,1.09,1.16,1.16,0.0,0.91,1.0
137-DOC,65,2025-12,0.44,0.66,0.66,0.0,0.85,0.08
137-LBS,1,2025-12,0.39,3.0,3.0,0.0,13.67,12.0
137-LBS,4,2025-12,1.0,1.0,1.0,0.0,1.0,2.0
137-LBS,9,2025-12,3.13,7.0,7.0,0.0,9.0,10.0
138-LBS,1,2025-12,0.12,1.0,1.0,0.0,4.33,7.0
138-LBS,4,2025-12,2.98,9.0,9.0,0.0,5.33,
139-LBS,1,2025-12,0.71,11.0,0.0,11.0,12.0,5.0
140-DOC,1,2025-12,257.15,512.0,512.0,0.0,744.0,742.0
140-DOC,4,2025-12,39.65,105.0,105.0,0.0,205.67,204.0
140-DOC,5,2025-12,0.09,0.91,0.91,0.0,3.45,
140-DOC,6,2025-12,0.04,0.41,0.41,0.0,2.64,
140-DOC,7,2025-12,0.16,2.49,2.49,0.0,3.16,
140-DOC,9,2025-12,35.14,89.0,89.0,0.0,155.67,96.0
140-DOC,63,2025-12,1.07,2.32,2.32,0.0,3.77,2.34
140-DOC,64,2025-12,2.69,1.84,1.84,0.0,1.5,1.41
140-DOC,65,2025-12,3.28,3.67,3.67,0.0,3.2,0.5
140-FCO-1,1,2025-12,64.76,49.0,49.0,0.0,41.67,23.0
140-FCO-1,4,2025-12,2.0,4.0,4.0,0.0,5.67,4.0
140-FCO-1,5,2025-12,0.05,0.49,0.49,0.0,0.38,
140-FCO-1,6,2025-12,0.02,0.08,0.08,0.0,0.11,
140-FCO-1,7,2025-12,0.06,0.92,0.92,0.0,0.47,
140-FCO-1,9,2025-12,0.23,1.0,1.0,0.0,8.33,2.0
140-FCO-1,63,2025-12,0.05,0.25,0.25,0.0,0.17,
140-FCO-1,64,2025-12,0.02,0.66,0.66,0.0,0.74,
140-LBS,1,2025-12,80.25,157.0,5.0,152.0,185.33,16.0
140-LBS,4,2025-12,121.31,79.0,0.0,79.0,46.33,5.0
140-LBS,9,2025-12,8.79,18.0,18.0,0.0,36.0,16.0
142-FCO-1,1,2025-12,0.9,6.0,0.0,6.0,57.0,
142-FCO-1,4,2025-12,0.07,2.0,0.0,2.0,1.33,
142-FCO-1,5,2025-12,0.34,1.08,1.08,0.0,0.72,
142-FCO-1,6,2025-12,0.01,0.25,0.25,0.0,0.33,
142-FCO-1,7,2025-12,0.01,0.58,0.58,0.0,1.22,
142-LBS,1,2025-12,0.2,2.0,0.0,2.0,8.67,
142-LBS,4,2025-12,1.3,6.0,0.0,6.0,3.67,14.0
143-200GR,1,2025-12,89.48,183.75,160.75,23.0,271.89,166.2
143-200GR,4,2025-12,20.53,30.0,30.0,0.0,33.14,16.0
143-200GR,5,2025-12,0.05,1.07,1.07,0.0,1.2,
